filename,filename2,type,label,id,id2,sentence,sentence2,expected
9-emojiclaps_NA-left-NA.png,13-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,9,13,CORPORATION REGISTERED AND APPROVED. !!!!!. Congratulations. <x>👏</x> Angelica Uriarte Vuzcarra. Total Cleaning Services Enterprises Inc …,We used to practice basic facts and vocabulary related to polygons...most math engagement I’ve had all year!!<x>👏</x> Thanks,NA
20-emojiclaps_NA-left-NA.png,6-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,20,6,I'm so thankful for this great opportunity and mentoring from Dr. Mandel over the summer. Amazing experience! <x>👏</x>,"… of 2023 doing their thing. Shout out to #22, Junior for stepping up big! <x>👏</x> Mr. Kline always snapping great shots and...blocks! Great pictures! …",NA
19-emojiclaps_NA-left-NA.png,7-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,19,7,It is so appropriate that the school named for Mr and Mrs Bryant leads the district in kindness and care!! <x>👏</x> BRAVO!!,"… some talented young Louisvillle men joining the Football family!!! 💪 <x>👏</x> 🏈👊 TE-Anthony Male HS, RB-Moore Eastern HS & CB- Forehand Trinity HS",NA
8-emojiclaps_NA-left-NA.png,11-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,8,11,Today I passed the 75-hour New York Real Estate Sales License Course<x>👏</x> Thank you #theceshop! Thinking of a career in #RealEstate? I would …,"I got these new brand sheets when I got my new mattress last week, <x>👏</x> and👏 let 👏 me 👏 tell 👏 YOU... I’m a public education teacher, but my …",NA
4-emojiclaps_NA-left-NA.png,10-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,4,10,"… of our Sammy presenting his TPSP about The White Rhinoceros. Great job! <x>👏</x> 👏 Gracias mamá por su apoyo, and thanks for organizing this event.","“Sis, that risk you’re afraid to take, will change your life!!” DO IT! <x>👏</x> Don’t EVER quit your daydream! ☁ GET READY YALL because I have BIG …",NA
14-emojiclaps_NA-left-NA.png,18-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,14,18,Just talked to Tasha Smith on the phone regarding corporate accommodations! Tasha Smith the actress from Madea <x>👏</x>,<x>👏</x>but that’s not the Iron Range however it really doesn’t matter because every single one of them is outstanding,NA
5-emojiclaps_NA-left-NA.png,16-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,5,16,… of the Year 📨 please - 🥁🥁 - your 2021 unanimous male winner - Juwan Howard <x>👏</x> Added congrats to Bev Plocki after she was named U-M's Female COY 🏆 | …,"honestly who gives a shit who you lose anymore?? as long as you aren’t losing yourself again, you’re fucking winning!! <x>👏</x>",NA
15-emojiclaps_NA-left-NA.png,12-emojiclaps_NA-left-NA.png,LL,emojiclaps_NA,15,12,"Me too! The weirder & more one of kind the better <x>👏</x> 🔮♥ My favorite treasures. Plus have great memories going with my Mom, …",… player pitch season complete with a second place finish in the tournament <x>👏</x> Proud of Sawyer snd his fellow Louisville Bats! #playerpitch …,NA
30-emojiclaps_NA-right-NA.png,24-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,30,24,… fantastic artist play before you in Asbury Park N.J. at the Stone Pony...... <x>👏</x> 👏 You Ain't The Problem by Michael Kiwanuka.,… personnel as well as non USA support civilians Before pulling US troops.<x>👏</x> BIG difference from what sleeping Joe is doing. 🤬🤬🤬,NA
39-emojiclaps_NA-right-NA.png,31-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,39,31,Love this Transformation Michael..!!<x>👏</x> What an example of a great leadership bringing real change in the …,"“Bullington, a 6-1 outside hitter, came up huge in Game 3 against Marian, blasting kills for the final two points.”<x>👏</x> 👏",NA
23-emojiclaps_NA-right-NA.png,21-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,23,21,"… Masters Weekend and now it’s time to go out and implement what I learned😎😎😎👏 <x>👏</x> 👏 👏 @ La Quinta Resort & Club, A Waldorf Astoria Resort",… open the border was 75% first shot and 20% both shots. Now at 77%+ and 40%+ <x>👏</x>🥂🎉 congrats!! So… now let’s open the Canadian border please… this isn’t …,NA
29-emojiclaps_NA-right-NA.png,28-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,29,28,Excellent article on the importance of writing for Software Engineers. It’s something we could all improve at <x>👏</x>,can corner the local news and weather market with Hank! That was awesome when was rubbing his belly on air! Awesome! <x>👏</x>,NA
32-emojiclaps_NA-right-NA.png,35-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,32,35,… for awhile now and his hard work 💪and team spirit are so impressive <x>👏</x>...so glad to see this well deserved success 🙌,The bitter cold isn’t keeping these field workers from completing work to strengthen the power system.<x>👏</x> ❄,NA
34-emojiclaps_NA-right-NA.png,36-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,34,36,I’ve been a member of the for 2 ⃣7 ⃣ years now and can’t remember a better convention! Thank you to all involved… <x>👏</x>,… reading my email and giving my husband a birthday shout out on this episode! <x>👏</x> 📺 He was shocked and loved it!!,NA
33-emojiclaps_NA-right-NA.png,40-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,33,40,5 waffles. One shot. A million tiny bits of batter. How else do you expect us to celebrate National Waffle Day? <x>👏</x>,… this and obviously i bought it but just wanted to say We as the miss you We <x>👏</x> Need 👏 The 👏 Fiend 👏 Back 👏 ASAP!!!,NA
27-emojiclaps_NA-right-NA.png,37-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,27,37,"… games. Giving you up to date stats, plays, live feed, box scores and many more <x>👏</x> 👏 Tune it to watch Post 100 play sometime! #TOGETHER",Actually surprised Vaughn is playing today against Bieber. Way to go La Russa <x>👏</x>. Play him every damn game.,NA
22-emojiclaps_NA-right-NA.png,38-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,22,38,… launching #OperationWarpSpeed which brought us the vaccines in record time! <x>👏</x> 👏 👏 It is great to see so many who appreciate and are benefiting from his …,Congrats to Superintendent Bruen<x>👏</x> he is a prior Warren County ADA - very excited for him and for the NYSP!,NA
26-emojiclaps_NA-right-NA.png,25-emojiclaps_NA-right-NA.png,RR,emojiclaps_NA,26,25,Upstanding men for life not just quality baseball players. Life lessons thru baseball!! Keep coaching ‘em up Coach<x>👏</x> 👊,⚽ Congratulations to the Girls Soccer Team on winning their seventh-straight District Championship! GO GREYHOUNDS! <x>👏</x>🎉,NA
1-emojiclaps_NA-left-NA.png,30-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,1,30,… first Huskies Baseball Employee of the Week of 2021 is Michael Golubiewski<x>👏</x> Thank you Mike for your service to the students and dedication to the …,… fantastic artist play before you in Asbury Park N.J. at the Stone Pony...... <x>👏</x> 👏 You Ain't The Problem by Michael Kiwanuka.,NA
2-emojiclaps_NA-left-NA.png,39-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,2,39,… <x>👏</x>🌹#Nowyoumustputyourattentiononbeingelectedtorepresentourcountry. “We are in need of your Leadership Skills”. MEETING WITH PRESIDENT …,Love this Transformation Michael..!!<x>👏</x> What an example of a great leadership bringing real change in the …,NA
9-emojiclaps_NA-left-NA.png,23-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,9,23,CORPORATION REGISTERED AND APPROVED. !!!!!. Congratulations. <x>👏</x> Angelica Uriarte Vuzcarra. Total Cleaning Services Enterprises Inc …,"… Masters Weekend and now it’s time to go out and implement what I learned😎😎😎👏 <x>👏</x> 👏 👏 @ La Quinta Resort & Club, A Waldorf Astoria Resort",NA
20-emojiclaps_NA-left-NA.png,29-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,20,29,I'm so thankful for this great opportunity and mentoring from Dr. Mandel over the summer. Amazing experience! <x>👏</x>,Excellent article on the importance of writing for Software Engineers. It’s something we could all improve at <x>👏</x>,NA
19-emojiclaps_NA-left-NA.png,32-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,19,32,It is so appropriate that the school named for Mr and Mrs Bryant leads the district in kindness and care!! <x>👏</x> BRAVO!!,… for awhile now and his hard work 💪and team spirit are so impressive <x>👏</x>...so glad to see this well deserved success 🙌,NA
8-emojiclaps_NA-left-NA.png,34-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,8,34,Today I passed the 75-hour New York Real Estate Sales License Course<x>👏</x> Thank you #theceshop! Thinking of a career in #RealEstate? I would …,I’ve been a member of the for 2 ⃣7 ⃣ years now and can’t remember a better convention! Thank you to all involved… <x>👏</x>,NA
4-emojiclaps_NA-left-NA.png,33-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,4,33,"… of our Sammy presenting his TPSP about The White Rhinoceros. Great job! <x>👏</x> 👏 Gracias mamá por su apoyo, and thanks for organizing this event.",5 waffles. One shot. A million tiny bits of batter. How else do you expect us to celebrate National Waffle Day? <x>👏</x>,NA
14-emojiclaps_NA-left-NA.png,27-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,14,27,Just talked to Tasha Smith on the phone regarding corporate accommodations! Tasha Smith the actress from Madea <x>👏</x>,"… games. Giving you up to date stats, plays, live feed, box scores and many more <x>👏</x> 👏 Tune it to watch Post 100 play sometime! #TOGETHER",NA
5-emojiclaps_NA-left-NA.png,22-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,5,22,… of the Year 📨 please - 🥁🥁 - your 2021 unanimous male winner - Juwan Howard <x>👏</x> Added congrats to Bev Plocki after she was named U-M's Female COY 🏆 | …,… launching #OperationWarpSpeed which brought us the vaccines in record time! <x>👏</x> 👏 👏 It is great to see so many who appreciate and are benefiting from his …,NA
15-emojiclaps_NA-left-NA.png,26-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,15,26,"Me too! The weirder & more one of kind the better <x>👏</x> 🔮♥ My favorite treasures. Plus have great memories going with my Mom, …",Upstanding men for life not just quality baseball players. Life lessons thru baseball!! Keep coaching ‘em up Coach<x>👏</x> 👊,NA
3-emojiclaps_NA-left-NA.png,24-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,3,24,My Mom combing her Valentine’s hair. It will be 54 years in September. ❤ <x>👏</x> I took this picture years ago. I was walking down the hall and there they …,… personnel as well as non USA support civilians Before pulling US troops.<x>👏</x> BIG difference from what sleeping Joe is doing. 🤬🤬🤬,NA
17-emojiclaps_NA-left-NA.png,31-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,17,31,I wanna know who the “sis” is that set this entire debacle in motion! <x>👏</x> 👏 👏 You must be dying watching this thing unfold!,"“Bullington, a 6-1 outside hitter, came up huge in Game 3 against Marian, blasting kills for the final two points.”<x>👏</x> 👏",NA
13-emojiclaps_NA-left-NA.png,21-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,13,21,We used to practice basic facts and vocabulary related to polygons...most math engagement I’ve had all year!!<x>👏</x> Thanks,… open the border was 75% first shot and 20% both shots. Now at 77%+ and 40%+ <x>👏</x>🥂🎉 congrats!! So… now let’s open the Canadian border please… this isn’t …,NA
6-emojiclaps_NA-left-NA.png,28-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,6,28,"… of 2023 doing their thing. Shout out to #22, Junior for stepping up big! <x>👏</x> Mr. Kline always snapping great shots and...blocks! Great pictures! …",can corner the local news and weather market with Hank! That was awesome when was rubbing his belly on air! Awesome! <x>👏</x>,NA
7-emojiclaps_NA-left-NA.png,35-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,7,35,"… some talented young Louisvillle men joining the Football family!!! 💪 <x>👏</x> 🏈👊 TE-Anthony Male HS, RB-Moore Eastern HS & CB- Forehand Trinity HS",The bitter cold isn’t keeping these field workers from completing work to strengthen the power system.<x>👏</x> ❄,NA
11-emojiclaps_NA-left-NA.png,36-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,11,36,"I got these new brand sheets when I got my new mattress last week, <x>👏</x> and👏 let 👏 me 👏 tell 👏 YOU... I’m a public education teacher, but my …",… reading my email and giving my husband a birthday shout out on this episode! <x>👏</x> 📺 He was shocked and loved it!!,NA
10-emojiclaps_NA-left-NA.png,40-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,10,40,"“Sis, that risk you’re afraid to take, will change your life!!” DO IT! <x>👏</x> Don’t EVER quit your daydream! ☁ GET READY YALL because I have BIG …",… this and obviously i bought it but just wanted to say We as the miss you We <x>👏</x> Need 👏 The 👏 Fiend 👏 Back 👏 ASAP!!!,NA
18-emojiclaps_NA-left-NA.png,37-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,18,37,<x>👏</x>but that’s not the Iron Range however it really doesn’t matter because every single one of them is outstanding,Actually surprised Vaughn is playing today against Bieber. Way to go La Russa <x>👏</x>. Play him every damn game.,NA
16-emojiclaps_NA-left-NA.png,38-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,16,38,"honestly who gives a shit who you lose anymore?? as long as you aren’t losing yourself again, you’re fucking winning!! <x>👏</x>",Congrats to Superintendent Bruen<x>👏</x> he is a prior Warren County ADA - very excited for him and for the NYSP!,NA
12-emojiclaps_NA-left-NA.png,25-emojiclaps_NA-right-NA.png,LR,emojiclaps_NA,12,25,… player pitch season complete with a second place finish in the tournament <x>👏</x> Proud of Sawyer snd his fellow Louisville Bats! #playerpitch …,⚽ Congratulations to the Girls Soccer Team on winning their seventh-straight District Championship! GO GREYHOUNDS! <x>👏</x>🎉,NA
53-emojieyes_NA-left-NA.png,44-emojieyes_NA-left-NA.png,LL,emojieyes_NA,53,44,"I thought I had this senior citizen skate race in the bag, but came up in 2nd place . Who wears a a suit skating anyway<x>👀</x>",… talk about that Derrick Jaxn live on ig and YouTube video or nah??????<x>👀</x>. Bc lordt of excuses and not taking responsibility for your actions was …,NA
49-emojieyes_NA-left-NA.png,57-emojieyes_NA-left-NA.png,LL,emojieyes_NA,49,57,… Overtime and The NBA Refs are trying to give it to The Brooklyn Nest! <x>👀</x>😮..Blake Griffin can't grab PJ Tucker! And What No Foul on him?,That Draymond KD interview was very interesting <x>👀</x>definitely know what tomorrow's video is going to be about,NA
43-emojieyes_NA-left-NA.png,42-emojieyes_NA-left-NA.png,LL,emojieyes_NA,43,42,Ever read a book and need popcorn and a glass of wine because it is so good <x>👀</x>👇 👇 👇 This has been that book for me!!! is giving straight shots with no …,"… saw him for the 1st time ever in Madison, WI. Surprising babe with the tank<x>👀</x> I am so so excited, y'all. I work a 12hr shift today & it might actually be …",NA
56-emojieyes_NA-left-NA.png,47-emojieyes_NA-left-NA.png,LL,emojieyes_NA,56,47,"WE BACK!!! Ep. 2 Dropping tomorrow morning <x>👀</x> Go ahead and grab your coffee, get your workout prepared, whatever you …","… administration. Thank you for your knowledge, guidance and perspective. <x>👀</x> ➡ to a fresh start in 2022. Lots of changes on the horizon for …",NA
55-emojieyes_NA-left-NA.png,58-emojieyes_NA-left-NA.png,LL,emojieyes_NA,55,58,… weekend. Check out the results! This office was completely transformed! <x>👀</x>🧡 📱: (404) 747-3779 📧: straightshambles 👩 💻: #StraightShambles …,Why are so many talented young journalists joining our SMA program at Virginia Tech? In their own words... <x>👀</x> #VTSMA,NA
50-emojieyes_NA-left-NA.png,60-emojieyes_NA-left-NA.png,LL,emojieyes_NA,50,60,"I got my blood pressure taken last month and the lady went “ <x>👀</x> you have perfect blood pressure, good for you! 😃 “ lmao I was so proud.","People who blame stuff on their zodiac sign are different in my opinion <x>👀</x>. “Oh I’m crazy because I’m a Gemini ,” 🧐",NA
46-emojieyes_NA-left-NA.png,51-emojieyes_NA-left-NA.png,LL,emojieyes_NA,46,51,Tape peeeellllll! Cookin up some new stationery sets this month! 🍋 🍑 🥑 🍓 <x>👀</x> I’ve been sending tons of snail mail this past year. How bout y’all? @ …,"… rock/metal heads, check this out! Such a great lineup supporting a great cause! <x>👀</x> at that 4pm (10amCST) time slot! Tune in now! #saveourvenues #prfam 🤘",NA
48-emojieyes_NA-left-NA.png,41-emojieyes_NA-left-NA.png,LL,emojieyes_NA,48,41,… years and he’s still extremely newsworthy. I’d say that’s pretty over. <x>👀</x> and I are definitely gonna talk this up on tonight at 7pm on,… rain barrel catch for our drip irrigation! Pumpkins are coming on strong <x>👀</x> Corn should be ready by early august and pumpkins ready to harvest at …,NA
59-emojieyes_NA-left-NA.png,45-emojieyes_NA-left-NA.png,LL,emojieyes_NA,59,45,Big up ⬆ everyone supporting ‘Cocoa Looks’ <x>👀</x> x Ted Ganung out now in all stores !!! Listen to full song on Spotify: …,… keep Uncle Bill away from the punch bowl at the family gatherings<x>👀</x>Innocent 'til proven guilty doesn't mean that I won't be watching him👀,NA
54-emojieyes_NA-left-NA.png,52-emojieyes_NA-left-NA.png,LL,emojieyes_NA,54,52,"when people who don’t set their phone display to dark mode send me blinding white screenshots, that’s violence <x>👀</x>",… reason people are friends with him is because they are on his parents payroll <x>👀</x> almost feel bad about that one. ALMOST,NA
64-emojieyes_NA-right-NA.png,75-emojieyes_NA-right-NA.png,RR,emojieyes_NA,64,75,I’ve gone from upset at the hire (not personal) to needing one of these shirts because I believe in the message! <x>👀</x>,"Was planning on being at the track today, but settling for 2nd best. <x>👀</x> for Double D to pick up the 🏆 at the #SpeedPalace #TweetyourFloseat …",NA
63-emojieyes_NA-right-NA.png,80-emojieyes_NA-right-NA.png,RR,emojieyes_NA,63,80,Wife left over 4 hours ago to pick up couple planters and some plants. Truly scared what she’s coming home with. <x>👀</x>,snowfall keeps us busy. We didn’t <x>👀</x> our competitors out last night. They must be using their UAV’s 🤣 …,NA
66-emojieyes_NA-right-NA.png,67-emojieyes_NA-right-NA.png,RR,emojieyes_NA,66,67,Check out this thread <x>👀</x> fauci should be tried as a criminal. Lied to Congress and helped destroy our country,"""now"" <x>👀</x> um....kinda been doing that since 2016 and it was and still is HUGELY appropriate for the world we live in.",NA
72-emojieyes_NA-right-NA.png,71-emojieyes_NA-right-NA.png,RR,emojieyes_NA,72,71,Crazy day when your baby boy is benching 400 pounds<x>👀</x> 1st Place in powerlifting and headed to Regionals!! #RooPride,"and showing some love today!! But Ryan is right, when Yeast was on the field you could not take your <x>👀</x> off him.",NA
76-emojieyes_NA-right-NA.png,77-emojieyes_NA-right-NA.png,RR,emojieyes_NA,76,77,National Prayer Day *J. B. did mention god: people were not listening ➡ ROM. 1:25 * ground-guide for Satan<x>👀</x>,… felt pretty good again. Idk about the 4x C58 tho. A little too much zoom <x>👀</x>. Might be krig time tonight.,NA
61-emojieyes_NA-right-NA.png,62-emojieyes_NA-right-NA.png,RR,emojieyes_NA,61,62,… market this beautiful 7th fl. 2/2 oceanfront condo🏖 link to deets in profile<x>👀</x> garage parking🎉 #LoveWhereYouLive🌴 @ Juno by The Sea The Surf,🏈 #Bengals practice was a hot one! We'll discuss with all the updates. <x>👀</x> #TylerShelvin told me what he wants to be called. Tune in to check out …,NA
69-emojieyes_NA-right-NA.png,78-emojieyes_NA-right-NA.png,RR,emojieyes_NA,69,78,"<x>👀</x> “The eye-opener: By May, the group with PhDs were more hesitant than those with lower educational levels.”",… path and breaking through barriers. Great day to be an ⭕ 🙌 🥎 Player! More <x>👀</x>’s on the game than ever! B⭕ ⭕ MER.,NA
74-emojieyes_NA-right-NA.png,70-emojieyes_NA-right-NA.png,RR,emojieyes_NA,74,70,Any updates on the Championship ?? <x>👀</x> We need to upgrade to a live feed next season..Good luck to both teams!,ballin out in the CP3 Top 10 ALL STAR GAME<x>👀</x>. Great weekend of high level hoops. Thanks for the opportunity.,NA
68-emojieyes_NA-right-NA.png,65-emojieyes_NA-right-NA.png,RR,emojieyes_NA,68,65,"6 years of Marriage. 2 cross country moves. Mother of 2 (1 toddler, 1 coming soon <x>👀</x>). My rock! Happy Anniversary 👰 ❤",Was that taken before or after the thunderstorm coming out from no where? <x>👀</x>😬 just got up here to Kuna myself 😎,NA
79-emojieyes_NA-right-NA.png,73-emojieyes_NA-right-NA.png,RR,emojieyes_NA,79,73,📷 📈 Something to keep an <x>👀</x>on for sure. Rising rates are slowing home construction Housing starts …,"🧡My boys will be there!!💚 Observing <x>👀</x> hopefully from the sideline, although I told them ""don't get ur hopes …",NA
53-emojieyes_NA-left-NA.png,64-emojieyes_NA-right-NA.png,LR,emojieyes_NA,53,64,"I thought I had this senior citizen skate race in the bag, but came up in 2nd place . Who wears a a suit skating anyway<x>👀</x>",I’ve gone from upset at the hire (not personal) to needing one of these shirts because I believe in the message! <x>👀</x>,NA
49-emojieyes_NA-left-NA.png,63-emojieyes_NA-right-NA.png,LR,emojieyes_NA,49,63,… Overtime and The NBA Refs are trying to give it to The Brooklyn Nest! <x>👀</x>😮..Blake Griffin can't grab PJ Tucker! And What No Foul on him?,Wife left over 4 hours ago to pick up couple planters and some plants. Truly scared what she’s coming home with. <x>👀</x>,NA
43-emojieyes_NA-left-NA.png,66-emojieyes_NA-right-NA.png,LR,emojieyes_NA,43,66,Ever read a book and need popcorn and a glass of wine because it is so good <x>👀</x>👇 👇 👇 This has been that book for me!!! is giving straight shots with no …,Check out this thread <x>👀</x> fauci should be tried as a criminal. Lied to Congress and helped destroy our country,NA
56-emojieyes_NA-left-NA.png,72-emojieyes_NA-right-NA.png,LR,emojieyes_NA,56,72,"WE BACK!!! Ep. 2 Dropping tomorrow morning <x>👀</x> Go ahead and grab your coffee, get your workout prepared, whatever you …",Crazy day when your baby boy is benching 400 pounds<x>👀</x> 1st Place in powerlifting and headed to Regionals!! #RooPride,NA
55-emojieyes_NA-left-NA.png,76-emojieyes_NA-right-NA.png,LR,emojieyes_NA,55,76,… weekend. Check out the results! This office was completely transformed! <x>👀</x>🧡 📱: (404) 747-3779 📧: straightshambles 👩 💻: #StraightShambles …,National Prayer Day *J. B. did mention god: people were not listening ➡ ROM. 1:25 * ground-guide for Satan<x>👀</x>,NA
50-emojieyes_NA-left-NA.png,61-emojieyes_NA-right-NA.png,LR,emojieyes_NA,50,61,"I got my blood pressure taken last month and the lady went “ <x>👀</x> you have perfect blood pressure, good for you! 😃 “ lmao I was so proud.",… market this beautiful 7th fl. 2/2 oceanfront condo🏖 link to deets in profile<x>👀</x> garage parking🎉 #LoveWhereYouLive🌴 @ Juno by The Sea The Surf,NA
46-emojieyes_NA-left-NA.png,69-emojieyes_NA-right-NA.png,LR,emojieyes_NA,46,69,Tape peeeellllll! Cookin up some new stationery sets this month! 🍋 🍑 🥑 🍓 <x>👀</x> I’ve been sending tons of snail mail this past year. How bout y’all? @ …,"<x>👀</x> “The eye-opener: By May, the group with PhDs were more hesitant than those with lower educational levels.”",NA
48-emojieyes_NA-left-NA.png,74-emojieyes_NA-right-NA.png,LR,emojieyes_NA,48,74,… years and he’s still extremely newsworthy. I’d say that’s pretty over. <x>👀</x> and I are definitely gonna talk this up on tonight at 7pm on,Any updates on the Championship ?? <x>👀</x> We need to upgrade to a live feed next season..Good luck to both teams!,NA
59-emojieyes_NA-left-NA.png,68-emojieyes_NA-right-NA.png,LR,emojieyes_NA,59,68,Big up ⬆ everyone supporting ‘Cocoa Looks’ <x>👀</x> x Ted Ganung out now in all stores !!! Listen to full song on Spotify: …,"6 years of Marriage. 2 cross country moves. Mother of 2 (1 toddler, 1 coming soon <x>👀</x>). My rock! Happy Anniversary 👰 ❤",NA
54-emojieyes_NA-left-NA.png,79-emojieyes_NA-right-NA.png,LR,emojieyes_NA,54,79,"when people who don’t set their phone display to dark mode send me blinding white screenshots, that’s violence <x>👀</x>",📷 📈 Something to keep an <x>👀</x>on for sure. Rising rates are slowing home construction Housing starts …,NA
44-emojieyes_NA-left-NA.png,75-emojieyes_NA-right-NA.png,LR,emojieyes_NA,44,75,… talk about that Derrick Jaxn live on ig and YouTube video or nah??????<x>👀</x>. Bc lordt of excuses and not taking responsibility for your actions was …,"Was planning on being at the track today, but settling for 2nd best. <x>👀</x> for Double D to pick up the 🏆 at the #SpeedPalace #TweetyourFloseat …",NA
57-emojieyes_NA-left-NA.png,80-emojieyes_NA-right-NA.png,LR,emojieyes_NA,57,80,That Draymond KD interview was very interesting <x>👀</x>definitely know what tomorrow's video is going to be about,snowfall keeps us busy. We didn’t <x>👀</x> our competitors out last night. They must be using their UAV’s 🤣 …,NA
42-emojieyes_NA-left-NA.png,67-emojieyes_NA-right-NA.png,LR,emojieyes_NA,42,67,"… saw him for the 1st time ever in Madison, WI. Surprising babe with the tank<x>👀</x> I am so so excited, y'all. I work a 12hr shift today & it might actually be …","""now"" <x>👀</x> um....kinda been doing that since 2016 and it was and still is HUGELY appropriate for the world we live in.",NA
